slam_x;slam_y;gt_x;gt_y;error
-0.181155834;0.011399001;0.005241852;-0.000659244;0.186787308
-0.118728129;0.082940902;0.001375948;-0.002175168;0.147206436
0.843846899;0.028450371;1.047123713;-0.003623637;0.205791654
2.66889296;0.032572183;2.879044733;0.098188201;0.220157284
3.982268021;0.943939137;4.140652939;1.092454853;0.217123698
3.983203385;1.716840877;4.186817295;1.859017316;0.248340017
3.983616364;1.721302228;4.182763092;1.860974842;0.243244441
4.495365882;1.056035714;4.553098791;1.167972991;0.125948572
5.777424617;0.157705356;5.806935486;0.228943078;0.077108394
7.490647719;-0.176584011;7.499605793;-0.139592444;0.038060782
8.141828153;-1.482237439;8.097292415;-1.49440002;0.046166658
8.132765557;-1.779593016;8.074382854;-1.782195451;0.058440677
8.337157326;-2.302295485;8.24397946;-2.310713816;0.093557378
8.779732907;-1.052707448;8.825026774;-1.046613234;0.045702011
10.32040162;-0.272681625;10.39469787;-0.346434878;0.104687515
11.3122805;1.190114317;11.42855105;1.112458173;0.139818869
11.19361622;2.126229465;11.42988902;2.040330435;0.251403019
11.11316368;2.06873011;11.04284202;1.997965524;0.099763534
9.947827978;1.936475746;9.902143697;1.907349191;0.054179422
11.52065804;1.494145825;11.46175316;1.403587367;0.10803064
12.90975916;0.614891639;12.84699052;0.47255894;0.155558667
14.66671965;0.296298092;14.64667894;0.104814773;0.192529197
16.35180565;-0.136039572;16.31583491;-0.382790879;0.249359382
16.9685248;-1.356036857;16.88263843;-1.606664518;0.264935265
17.26525318;-3.205964699;17.11512491;-3.466817448;0.300969522
17.321274;-3.399121993;17.16153417;-3.647280186;0.295125909
17.58465176;-3.900933074;17.42699666;-4.1759616;0.317010758
17.82212218;-5.706384848;17.59632726;-6.024580553;0.390169002
18.00113482;-7.515683155;17.71246177;-7.84305388;0.436467322
18.41277078;-8.360742024;18.0411007;-8.680993396;0.490611444
18.13024119;-8.773618115;17.90676062;-9.134364205;0.424359882
17.06341909;-10.10163557;16.86055764;-10.49067234;0.438750929
15.50303854;-10.67229861;15.32057207;-11.09422303;0.459689275
15.3612094;-11.2059995;15.21040707;-11.65703156;0.475574669
15.32998153;-11.23468335;15.17558862;-11.76487885;0.552217751
15.16357782;-10.22082826;14.97987846;-10.75472191;0.564613039
15.06165354;-9.512001513;14.84942593;-10.04656749;0.575153319
16.33162292;-10.15324485;16.159977;-10.66411505;0.538934764
17.30474748;-11.64807;17.15238684;-12.127683;0.503231943
18.65781094;-12.27737415;18.68612562;-12.73232487;0.455830973
20.45515558;-12.32782675;20.52482365;-12.7240878;0.402338742
21.64971135;-12.19877907;21.65152691;-12.60459522;0.405820215
21.74215724;-11.05300172;21.71550461;-11.40546835;0.353472902
21.70012439;-9.188636145;21.62863021;-9.546757733;0.365188294
21.77853991;-7.370789018;21.66212032;-7.678475414;0.328974829
21.96540158;-5.526689881;21.79109025;-5.824995288;0.34550044
22.10322191;-3.669432119;21.85904802;-3.967354633;0.385199576
22.20101691;-1.799762985;21.89176495;-2.088514468;0.423100687
21.8415215;-0.79369713;21.411902;-1.086030983;0.519646031
21.42155787;0.115663685;20.95807109;-0.263905009;0.599076279
20.52611694;0.327542716;20.1179125;0.020184848;0.510979177
20.52601211;0.327548167;20.1179125;0.020184848;0.510898716
20.52591028;0.327559661;20.1179125;0.020184848;0.510824296
20.52584258;0.327568557;20.1179125;0.020184848;0.510775581
